log;nome;cnpj;status;endereco;cidade;estado;anotacao;telefone;email;instagram;site;decisor;telefone_decisor;marcadores;mesorregiao;
;KIMAKE COSMÉTICOS;26.747.489/0001-53;Descoberto;RUA AZEVEDO SOARES - 1040 - VILA GOMES CARDIM - São paulo - SP - 03322-001;SÃO PAULO (TATUAPÉ);SP;UNHAS, SOBRANCELHA, CÍLIOS;1120939163;;https://www.instagram.com/kimakecosmeticos/;https://www.kimake.com.br/;IVERLI;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Taue Perfumaria;96.552.880/0001-88;Descoberto;Rua Tibúrcio de Sousa, 45, Vila Teles - São Paulo/SP - Cep: 08140-000;SÃO PAULO (VILA TELES);SP;UNHAS, SOBRANCELHA, CÍLIOS;11951787012;;https://www.instagram.com/taueperfumaria;https://www.taueperfumaria.com.br/;SATIKO/HIROSHI;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;PERFUMARIA CHEIROSINHA;61.827.556/0001-40;Descoberto;AVENIDA WALDEMAR CARLOS PEREIRA - 323 - VILA TALARICO - São paulo - SP - 03533-001;SÃO PAULO (VILA TALARICO);SP;;(11) 93413-9485;;https://www.instagram.com/perfumaria_cheirosinha/;;MARIO/KAZUMI/BEATRIZ;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Aiko;61.788.659/0001-49;Descoberto;RUA ANTONIO ASSUNCAO FERREIRA - 80 - PQ BOA ESPERANCA - São paulo - SP - 08341-360;SÃO PAULO (PQ BOA ESPERANCA);SP;UNHAS, SOBRANCELHA, CÍLIOS;11942036392;;https://www.instagram.com/perfumariaaiko/?hl=pt;;EDISON / ROSANA;;13;Metropolitada São Paulo;
;GLOSS COSMETICOS;69.237.170/0001-90;Descoberto;AVENIDA DO ORATORIO - 4583 - JD GUAIRACA - São paulo - SP - 03221-200;SÃO PAULO (JD GUAIRACA);SP;;+55 (11) 2143-9619;;https://www.instagram.com/glossoratorio/;;MARIA;;13;Metropolitada São Paulo;
;PRIME Perfumaria;19.952.400/0001-25;Descoberto;AVENIDA WALDEMAR CARLOS PEREIRA - 539 - VILA TALARICO - São paulo - SP - 03533-001;SÃO PAULO (VILA TALARICO);SP;;(11)98286-0034;;https://www.instagram.com/prime_viladalila/;;CRISTIANE / MARCOS;;13;Metropolitada São Paulo;
;PERFUMARIA IGUATEMI REALCE;12.671.179/0001-98;Descoberto;AVENIDA BARONESA DE MURITIBA, 200 - PARQUE SAO RAFAEL - SÃO PAULO/SP 08311-080;SÃO PAULO (PARQUE SAO RAFAEL);SP;;11 988978751;;https://www.instagram.com/perfumaria_realce2020/;;ANDERSON;;13;Metropolitada São Paulo;FÍSICA
;Bruna Perfumaria;07.773.442/0001-10;Descoberto;RUA OLAVO EGIDIO DE SOUZA ARANHA, 1841 - JARDIM PENHA - SÃO PAULO/SP 03822-000;SÃO PAULO (JARDIM PENHA);SP;;11945778994;;https://www.instagram.com/bruna.perfumaria/;;JUVENAL;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Lunna;36.739.062/0001-67;Descoberto;RUA ABEL TAVARES - 1096 - JARDIM BELEM - São paulo - SP - 03810-110;SÃO PAULO (JARDIM BELEM);SP;;(11) 96841-5686;josinei.jr@gmail.com;https://www.instagram.com/lunna.perfumaria/;;JOSINEI / NAIANE;;13;Metropolitada São Paulo;FÍSICA
;BELLY PERFUMARIA;28.433.579/0001-03;Descoberto;R. PADRE ALDEMAR MOREIRA, 99 - CIDADE TIRADENTES, SÃO PAULO - SP, 08471-010;SÃO PAULO (CIDADE TIRADENNTES);SP;;(11) 94731-5954;;https://www.instagram.com/perfumaria_belly/;;PATRICIA/PRISCILA;(11) 95840-3840;13;Metropolitada São Paulo;
;PERFUMARIA CHEIROSINHA;12.439.119/0001-44;Descoberto;RUA ITINGUCU - 1316 - VILA RE - São paulo - SP - 03658-000;SÃO PAULO (Vila Re);SP;;11942424126;;https://www.instagram.com/perfumaria_cheirosinha/;;Marta/Marcelo/Juliana;(11) 97227-6963;13;Metropolitada São Paulo;FÍSICA
;Belle La Vie;16.684.170/0001-72;Descoberto;AVENIDA VILA EMA - 5541 - VILA EMA - São paulo - SP - 03281-001;SÃO PAULO (VILA EMA);SP;;11 35629091;;https://www.instagram.com/bellelavieperfumaria/;;Cesar/Alessandra/Gabriela;;13;Metropolitada São Paulo;FÍSICA
;NEW YORK  COSMETICOS;56.852.866/0001-85;Descoberto;PRACA EULALIO DE CARVALHO - 102 - JARDIM NOVO CARRAO - São paulo - SP - 03908-280;SÃO PAULO (Jardim Novo Carrao);SP;;11991939333;;https://www.instagram.com/perfumarianewyork/;;HAILTON / ALEX;(11) 97564-3053;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA GOYA PONTE RASA;20.341.598/0001-90;Descoberto;AVENIDA SAO MIGUEL - 4260 - VILA RIO BRANCO - São paulo - SP - 03870-000;SÃO PAULO (VILA RIO BRANCO);SP;;(11) 99160-1891;;https://www.instagram.com/goyaponterasa/;;LAIS;;13;Metropolitada São Paulo;
;PRIME PERFUMARIA;38.267.679/0001-52;Descoberto;Av. Waldemar Carlos Pereira, 539 - Vila Dalila, São Paulo - SP, 03533-001;SÃO PAULO (VILA DALILA);SP;;(11)98286-0034;;https://www.instagram.com/prime_viladalila/;;MATHEUS / ANA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA GOLD;37.118.781/0001-23;Descoberto;Av. Miguel Achiole da Fonseca, 729 - Jd São Paulo . Guainases;São Paulo (Guainases);SP;UNHAS, SOBRANCELHA, CÍLIOS;11 94027-6044;;https://www.instagram.com/perfumariagold/;https://perfumariagold.lojavirtualnuvem.com.br/;PRISCILLA / FABIO;(11) 94775-3092;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;PERFUMARIA MELISSA;04.152.673/0001-18;Descoberto;RUA COSTA REGO, 38 - VILA GUILHERMINA - SÃO PAULO/SP 03542-030;SÃO PAULO (VILA GUILHERMINA);SP;;(11) 95198-8079;;https://www.instagram.com/perfumaria_melissa/;;WILSON / ELISABETE;;13;Metropolitada São Paulo;
;HIGASHI PERFUMARIA;19.631.434/0001-18;Descoberto;RUA HARRY DANNENBERG - 470 - VILA CARMOSINA - São paulo - SP - 08270-010;SÃO PAULO (VILA CARMOSINA);SP;;1125357386;;https://www.instagram.com/higashiperfumaria/;;EDSON;(11) 99916-8591;13;Metropolitada São Paulo;FÍSICA
;Ozzi Perfumaria;06.290.949/0001-50;Descoberto;AVENIDA ARQUITETO VILANOVA ARTIGAS, 247 - CJ H TEOTONIO VILELA - SÃO PAULO/SP 03928-240;SÃO PAULO (SAPOPEMBA);SP;;11964483373;;https://www.instagram.com/ozzi_perfumariasapopemba/;;REINALDO / REGINA;;13;Metropolitada São Paulo;
;Kazu Cosmetic Center;27.545.926/0001-19;Descoberto;RUA MANUEL VELOSO DA COSTA, 258 - JARDIM VILA CARRAO - SÃO PAULO/SP 08340-460;SÃO PAULO (Jardim Vila Carrao);SP;;(11) 93315-2121;;https://www.instagram.com/kazucosmeticcenter/;;MARIO;(11) 97836-2201;13;Metropolitada São Paulo;
;PERFUMARIA TAKEO;52.646.700/0001-51;Descoberto;AVENIDA CONS CARRAO, 3200 - VILA CARRAO - SÃO PAULO/SP 03402-003;SÃO PAULO ( Vila Carrao);SP;;11999281234;;https://www.instagram.com/perfumariatakeo/;;YYUNKO / AKIM;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Kirey;53.397.840/0001-04;Descoberto;RUA NILZA - 18 - VILA ESPERANCA - São paulo - SP - 03651-120;SÃO PAULO ( Vila Esperança);SP;;11940387111;;https://www.instagram.com/kirey_perfumaria/;;REGINA/RAFAEL/GERSON;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Novo Estilo;03.901.933/0001-48;Descoberto;ESTRADA DO LAGEADO VELHO, 826 - VILA IOLANDA(LAJEADO) - SÃO PAULO/SP 08451-056;SÃO PAULO ( Vila Iolanda);SP;;(11) 93900 9294;;https://www.instagram.com/perfumarianovoestiloguaianazes/;;MARIA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA NOVO ESTILO;00.574.575/0001-18;Descoberto;Rua Raimundo de Paulo Freitas 1556, Jardim Robrú , São Paulo, SP, Brazil;SÃO PAULO (Jardim Robrú);SP;;(11) 94545-3208;ricardo.mk@uol.com.br;https://www.instagram.com/perfumarianovoestilo/;;RICARDO;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA OZZI;17.097.695/0001-74;Descoberto;AVENIDA RENATA, 439 - CHACARA BELENZINHO - SÃO PAULO/SP 03377-000;SÃO PAULO (VILA FORMOSA);SP;;(11) 914887344;;https://www.instagram.com/ozzirenata/;;TEREZA;(11) 99950-0561;13;Metropolitada São Paulo;FÍSICA
;CHARMOSINHA PERFUMARIA ;41.544.754/0001-90;Descoberto;RUA TAPAIUNA, 127 - JARDIM SANTA MARIA - SÃO PAULO/SP 03576-060;SÃO PAULO (JARDIM SANTA MARIA);SP;;(11) 2667-6003;;https://www.instagram.com/charmosinha.perfumaria/;;EDISON/RICARDO/GUILHERME;;13;Metropolitada São Paulo;FÍSICA
;Bella Beauty Perfumaria;39.709.557/0001-31;Descoberto;AVENIDA DO ORATORIO - 2361 - PARQUE SAO LUCAS - São paulo - SP - 03221-100;SÃO PAULO (PARQUE SAO LUCAS);SP;;11998232468;;https://www.instagram.com/bellabeauty_perfumaria/;;VALQUIRIA;;13;Metropolitada São Paulo;FÍSICA
;AIMI COSMETICOS;28.298.100/0001-65;Descoberto;PRACA VALDEMAR BASSI, 52 - JARDIM BRASILIA (ZONA LESTE) - SÃO PAULO/SP 03585-050;SÃO PAULO ( JARDIM BRASILIA);SP;;11 992588304;;https://www.instagram.com/aimi.cosmeticos/;https://www.aimicosmeticos.com.br/;NILTON;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;KEI COSMETICOS;03.145.183/0001-21;Descoberto;AVENIDA RAGUEB CHOHFI, 4880 - JARDIM IGUATEMI - SÃO PAULO/SP 08380-320;SÃO PAULO ( JARDIM IGUATEMI);SP;;11944680323;;https://www.instagram.com/kei.cosmeticos/;;ELAINE;;13;Metropolitada São Paulo;FÍSICA
;ACAZZO PERFUMARIA;08.022.750/0001-76;Descoberto;AVENIDA RIO DAS PEDRAS, 1325 - JARDIM ARICANDUVA - SÃO PAULO/SP 03453-100;SÃO PAULO ( JARDIM ARICANDUVA);SP;;11 2724-6174;;https://www.instagram.com/acazzoperfumaria/;;ALBERTO;;13;Metropolitada São Paulo;FÍSICA
;Miss Angel Cosméticos ;43.828.560/0001-41;Descoberto;AVENIDA PARANAGUA - 1891 - VILA PARANAGUA - São paulo - SP - 03806-010;SÃO PAULO (VILA PARANAGUA);SP;;11972880770;;https://www.instagram.com/missangel_cosmeticos/;;VALQUIRIA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA  BELLA APARECIDA;27.257.822/0001-09;Descoberto;RUA AUGUSTO CAVALCANTI, 233 - CONJUNTO RESIDENCIAL JOSE BONIFACIO - SÃO PAULO/SP 08253-110;SÃO PAULO (JARDIM BONIFACIO);SP;;11 985033262;;https://www.instagram.com/perfumariabellaaparecida/;;COSMO / JANILSON;;13;Metropolitada São Paulo;FÍSICA
;Romanela Perfumaria;40.863.872/0001-06;Descoberto;Av. Pires do Rio, 4516 - Jardim Norma, São Paulo - SP, BR;SÃO PAULO (Jardim Norma);SP;;11942481375;;https://www.instagram.com/romanelaperfumaria;https://meucomercio.com.br/romanela;TOMAS / MICHELLE;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;PERFUMARIA BELLA FASHION;04.426.590/0001-70;Descoberto;RUA SAO GONCALO DO ABAETE, 48 - PARQUE TIETE - SÃO PAULO/SP 02870-000;SÃO PAULO (PARQUE TIETE) ;SP;;11916773409;;https://www.instagram.com/perfumariabellafashion;;MARIA;;13;Metropolitada São Paulo;FÍSICA
;BRUNA PERFUMARIA;09.451.800/0001-01;Descoberto;RUA PASTORIL DE ITAPETINGA, 541 - JARDIM DANFER - SÃO PAULO/SP 03729-000;São Paulo (JARDIM DANFER);SP;;11945778994;;https://www.instagram.com/bruna.perfumaria/;;EDINILDO;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Belface Ponte Rasa;03.454.756/0001-07;Descoberto;AVENIDA SAO MIGUEL, 4438 - VILA RIO BRANCO - SÃO PAULO/SP 03870-000;SÃO PAULO (VILA RIO BRANCO);SP;;(11)2943-4889;;https://www.instagram.com/perfumaria_belface_ponte_rasa;;CRISTINA;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria ChocoPi;18.927.167/0001-68;Descoberto;AVENIDA ESPERANTINA, 66 - PARQUE DAS PAINEIRAS - SÃO PAULO/SP 03692-000;SÃO PAULO (PARQUE DAS PAINEIRAS);SP;;11996714070;;https://www.instagram.com/perf.chocopi/;;JULIO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Mega Beauty;32.196.063/0001-51;Descoberto;AVENIDA DA BARREIRA GRANDE, 2135 - VILA BANCARIA - SÃO PAULO/SP 03916-000;SÃO PAULO (VILA BANCARIA);SP;;11954556211;;https://www.instagram.com/perfumariamegabeauty/;;FLAVIO / TATIANA;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria MM;24.793.511/0001-76;Descoberto;RUA BELEM, 301 - BELENZINHO - SÃO PAULO/SP 03057-010;SÃO PAULO (BELENZINHO);SP;; 11 2618-1193;murilomarcacini@yahoo.com.br;https://www.instagram.com/perfumariamm/;;MURILO;;13;Metropolitada São Paulo;FÍSICA
;TOP CENTER PERFUMARIA ;27.220.699/0001-51;Descoberto;RUA JOSE DE SA E ARRUDA, 353 - JARDIM SANTO ANDRE - SÃO PAULO/SP 08390-030;SÃO PAULO (JARDIM SANTO ANDRE);SP;;11 20597620;;https://www.instagram.com/topcenter_perfumaria;;NELSON;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Belly;31.849.306/0001-40;Descoberto;RUA SARA KUBITSCHECK, 222 - CONJUNTO HABITACIONAL CASTRO ALVES - SÃO PAULO/SP 08474-000;SÃO PAULO (Cidade Tiradentes);SP;;11 947315954;;https://www.instagram.com/perfumaria_belly/;;LIEGE;;13;Metropolitada São Paulo;FÍSICA
;Bella Perfumaria;23.150.779/0001-27;Descoberto;PRACA SERRA DO OROCORI - 4 - JARDIM AIMORE - São paulo - SP - 08110-370;SÃO PAULO (JARDIM AIMORE);SP;;(11) 2568-0337;;https://www.instagram.com/bellaperfumariaitaim/;;REGINA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;AGATA PERFUMARIA;02.253.802/0001-39;Descoberto;RUA WENCESLAU GUIMARAES - 833 - PARQUE CISPER - São paulo - SP - 03823-000;SÃO PAULO (PARQUE CISPER);SP;;11 98685-5499;;https://www.instagram.com/agathaperfumaria.sp/;;;(11) 96547-4684;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA ESTACAO BELEZA;11.476.170/0001-63;Descoberto;AVENIDA DIOGO DA COSTA TAVARES, 211 - JARDIM MARGARIDA - SÃO PAULO/SP 08191-000;SÃO PAULO (JARDIM MARGARIDA);SP;;11 948775225;;https://www.instagram.com/perfumariaestacaobeleza/;https://shopee.com.br/perfumaria.e.b;DANIELLE;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Perfumaria Lakshmi;10.925.224/0001-68;Descoberto;RUA HENRY FUSELI, 38 - JARDIM DONA SINHA - SÃO PAULO/SP 03923-030;SÃO PAULO (JARDIM DONA SINHA);SP;;11 2059-0473;;https://www.instagram.com/perfumaria.lakshmi/;;JOSE / MARCIA;(11) 99540-0732;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA GOLD;08.675.040/0001-45;Descoberto;AVENIDA MIGUEL ACHIOLE DA FONSECA, 729 - JARDIM SAO PAULO(ZONA LESTE) - SÃO PAULO/SP 08461-110;SÃO PAULO (JARDIM SÃO PAULO);SP;;11 94027-6044;;https://www.instagram.com/perfumariagold/;https://perfumariagold.lojavirtualnuvem.com.br/;PRISCILLA / FABIO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;PERFUMARIA BELLY;29.266.928/0001-02;Descoberto;RUA ANTONIO CARLOS MINGUES LOPES, 1484 - CONJUNTO HABITACIONAL SITIO CONCEICAO - SÃO PAULO/SP 08473-270;SÃO PAULO (Conj. Hab. Sitio Conceicao );SP;;11 947315963;bemilson@terra.com.br;https://www.instagram.com/perfumaria_belly/;;BEMILSON;;13;Metropolitada São Paulo;FÍSICA
;BEATRIZ PERFUMARIA;15.071.000/0001-50;Descoberto;AVENIDA SAPOPEMBA, 15774 - CIDADE SATELITE SANTA BARBARA - SÃO PAULO/SP 08330-180;SÃO PAULO (Cidade Satelite Santa Barbara);SP;;(11)980101570;cris.santos1010@hotmail.com;https://www.instagram.com/perfumariabeatriz/;https://beatrizperfumaria.lojavirtualnuvem.com.br/;CRISTIANE;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;PATRICIA PERFUMARIA;16.792.347/0001-54;Descoberto;AVENIDA DOUTOR GUILHERME DE ABREU SODRE, 41 - VILA HORTENCIA - SÃO PAULO/SP 08490-010;SÃO PAULO (VILA HORTENCIA);SP;;11939592704;patrika@bol.com.br;https://www.instagram.com/perfumariapatricia/;;PATRICIA;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Cris;05.624.350/0001-42;Descoberto;RUA MORRO DAS PEDRAS, 39 - JARDIM RODOLFO PIRANI - SÃO PAULO/SP 08310-100;SÃO PAULO (JARDIM RODOLFO PIRANI);SP;;11939623719;;https://www.instagram.com/perfumariacrisltda/;;MARIA;;13;Metropolitada São Paulo;FÍSICA
;Tinna Perfumaria;18.954.682/0001-37;Descoberto;R. Erva do Sereno, 250 - Jardim Maia, São Paulo - SP, 08180-010;SÃO PAULO ( Jardim Maia);SP;;1120252560;welinton.luiz@yahoo.com.br;https://www.instagram.com/tinna_perfumaria/;;WELINTON;(11) 98517-3656;13;Metropolitada São Paulo;FÍSICA
;Loucas por Esmaltes ZL;29.920.431/0001-58;Descoberto;RUA GENERAL PORFIRIO DA PAZ - 1750 - VILA BANCARIA - São paulo - SP - 03918-000;SÃO PAULO ( VILA BANCARIA);SP;;11 98702-5747;;https://www.instagram.com/loucas_por_esmaltes_zl;;EDCLECIO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;VITORIA PERFUMARIA;45.787.482/0001-00;Descoberto;RUA COLONIA LEOPOLDINA, 709 - VILA SILVIA - SÃO PAULO/SP 03821-020;SÃO PAULO (VILA SILVIA);SP;;11 984008530;;https://www.instagram.com/vitoriaperfumariaepresentes;;FRANCISCA;;13;Metropolitada São Paulo;FÍSICA
;Luar Perfumaria;47.294.972/0001-08;Descoberto;RUA NOVA RESENDE, 125 - PARQUE SANTA MADALENA - SÃO PAULO/SP 03981-090;SÃO PAULO (PARQUE SANTA MADALENA);SP;;11952338448;;https://www.instagram.com/luar.perfumaria/;;CLAUDIO;(11) 96062-8182;13;Metropolitada São Paulo;ONLINE, FÍSICA
;LollyTinna Perfumaria;09.361.971/0001-31;Descoberto;RUA CARDON - 983 - VILA PROGRESSO (ZONA LESTE) - São paulo - SP - 08041-525;SÃO PAULO (VILA PROGRESSO);SP;;(11) 95485-8247;;https://www.instagram.com/lollytinna/;;ANSELMO;;13;Metropolitada São Paulo;FÍSICA
;SABRINA PERFUMARIA;34.279.722/0001-49;Descoberto;RUA DOS CICLAMES, 13 - VILA LUCIA - SÃO PAULO/SP 03146-010;SÃO PAULO (VILA LUCIA);SP;;11 973376615;sabrinaperfumaria@hotmail.com;https://www.instagram.com/perfumaria.sabrina/;;SABRINA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA IMPERIAL;07.155.792/0001-12;Descoberto;RUA LUIS MATEUS, 506 - JARDIM SAO PEDRO - SÃO PAULO/SP 08420-750;SÃO PAULO (JARDIM SAO PEDRO);SP;;(11) 98532-8880;;https://www.instagram.com/perfumaria_imperial/;https://shopee.com.br/perfumariaimperial;PAULINO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Zion Perfumaria;45.433.531/0001-06;Descoberto;AVENIDA INCONFIDENCIA MINEIRA - 1851 - VILA ANTONIETA - São paulo - SP - 03476-010;SÃO PAULO (VILA ANTONIETA);SP;; 11 2722-6129;;https://www.instagram.com/zion.perfumaria/;https://shopee.com.br/zionperfumaria;;(11) 98432-6173;13;Metropolitada São Paulo;ONLINE, FÍSICA
;NAMASTE PERFUMARIA;46.497.408/0001-11;Descoberto;RUA MANUEL BUENO DA FONSECA, 77 - JARDIM SAO LUIS (ZONA LESTE) - SÃO PAULO/SP 08121-000;SÃO PAULO (JARDIM SAO LUIS);SP;;11915664573;;https://www.instagram.com/namasteperfumaria/;;REINALDO / REGINA;;13;Metropolitada São Paulo;FÍSICA
;MALIZ COSMETICOS;41.071.670/0001-86;Descoberto;;SÃO PAULO;SP;;;;https://www.instagram.com/malizcosmeticos1/;https://shopee.com.br/malizcosmeticos;ELIZABETH / MARIA;(11) 97609-9191;13;Metropolitada São Paulo;ONLINE 
;BELLAGI PERFUMARIA;43.737.596/0001-10;Descoberto;AVENIDA JOAQUIM MANOEL DE MACEDO, 606 - PARQUE RESIDENCIAL MARENGO - ITAQUAQUECETUBA/SP 08594-500;SÃO PAULO (ITAQUAQUECETUBA);SP;; 11 96686-0818;;https://www.instagram.com/bellagi_perfumaria/;;MARCOS;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA PAG POKO;47.773.612/0001-80;Descoberto;RUA MANUEL LEMES DA SILVA, 310 - JARDIM DAS OLIVEIRAS - SÃO PAULO/SP 08122-140;SÃO PAULO (JARDIM DAS OLIVEIRAS);SP;;11916408362;;https://www.instagram.com/perfumariapagpoko/;;JOSE / CAROLINE;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Lunna;52.701.582/0001-37;Descoberto;RUA ABEL TAVARES, 1096 - JARDIM BELEM - SÃO PAULO/SP 03810-110;SÃO PAULO (JARDIM BELEM);SP;;(11) 96841-5686;;https://www.instagram.com/lunna.perfumaria/;;AMANDA;;13;Metropolitada São Paulo;FÍSICA
;AQUARELA COSMETICOS;50.691.857/0001-73;Descoberto;AVENIDA WALDEMAR CARLOS PEREIRA, 1880 - VILA TALARICO - SÃO PAULO/SP 03533-002;SÃO PAULO (VILA TALARICO);SP;;11913439927;;https://www.instagram.com/aquarelacosmeticos2023/;;FRED;;13;Metropolitada São Paulo;FÍSICA
;KEI Cosméticos;47.140.965/0001-43;Descoberto;AVENIDA RAGUEB CHOHFI, 4882 - JARDIM IGUATEMI - SÃO PAULO/SP 08380-320;SÃO PAULO (JARDIM IGUATEMI);SP;;11944680323;viniciusgoya.kei@gmail.com;https://www.instagram.com/kei.cosmeticos/;;VINICIUS;(11) 99782-1722;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA TUDO POR ELAS;42.087.368/0001-89;Descoberto;RUA PADRE THOMAZ JOSEPH SHEA, 18 - VILA SANTA INES - SÃO PAULO/SP 03812-040;SÃO PAULO (VILA SANTA INES);SP;;11965469421;;https://www.instagram.com/perfumaria.tudoporelas/;;ANDREIA;;13;Metropolitada São Paulo;FÍSICA
;GLAMOUR COSMETICOS;28.378.600/0001-07;Descoberto;AVENIDA CAPITAO AVIADOR WALTER RIBEIRO, 235 - CIDADE JARDIM CUMBICA - GUARULHOS/SP 07181-000;SÃO PAULO (CIDADE JARDIM CUMBICA);SP;;(11) 93314-1627;;https://www.instagram.com/glamour.perfumaria21/;;GENESIS;;13;Metropolitada São Paulo;FÍSICA
;PAIXAO ' S PERFUMARIA E COSMETICOS;45.665.630/0001-13;Descoberto;AVENIDA DR PEREIRA VERGUEIRO, 272 - VILA NHOCUNE - SÃO PAULO/SP 03563-000;SÃO PAULO (VILA NHOCUNE);SP;;(11) 3232-1637;;https://www.instagram.com/paixaosperfumaria.cosmeticos;;VITORIA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA GOYA VILA MARA;47.887.464/0001-25;Descoberto;AVENIDA OLIVEIRA FREIRE, 1482 - PARQUE PAULISTANO - SÃO PAULO/SP 08080-570;SÃO PAULO (VILA MARA);SP;;(11) 25815686;;https://www.instagram.com/goyavilamara/;;AMANDA;;13;Metropolitada São Paulo;FÍSICA
;TUDO DA BELEZA;25.102.358/0001-56;Descoberto;RUA TIJUCO PRETO, 460 - TATUAPE - SÃO PAULO/SP 03316-000;SÃO PAULO (TATUAPÉ);SP;UNHAS, CÍLIOS;11981075565;taynanrayza@gmail.com;https://www.instagram.com/tudodabelezaoficial/;;Taynan;(11) 98769-8588;12;Metropolitada São Paulo;ONLINE, FÍSICA
;LM Micro, Estética, Cílios & Manicure;20.650.192/0001-99;Descoberto;RUA JACIRENDI, 76 - TATUAPE - SÃO PAULO/SP 03080-000;SÃO PAULO (TATUAPÉ);SP;UNHAS, CÍLIOS;11945416357;marasantana.naves@hotmail.com;https://www.instagram.com/_lmmicropigmentacao/;https://www.lmmicropigmentacao.com/;Mara;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;BRABA LASH STORE;44.008.940/0001-00;Descoberto;RUA CORONEL JOVINIANO BRANDAO - 137 - VILA PRUDENTE - São paulo - SP - 03127-175;SÃO PAULO (VILA PRUDENTE);SP;CÍLIOS;11948992748;;https://brabalashstore.com.br/;https://www.instagram.com/brabalashstore;;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;Lilian’s Perfumaria;39.596.431/0001-06;Descoberto;RUA GONCALVES CRESPO, 78 - TATUAPE - SÃO PAULO/SP 03066-030;SÃO PAULO (TATUAPE);SP;UNHAS;(11) 91725-2668;;https://www.instagram.com/lilians_perfumaria/;https://liliansperfumaria.com.br/;Lilian;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;JADI PERFUMARIA;40.750.130/0001-66;Descoberto;AVENIDA MATEO BEI - 2568 - SAO MATEUS - São paulo - SP - 03949-200;SÃO PAULO (SÃO MATEUS);SP;UNHAS;11991983728;;https://www.instagram.com/jadiperfumaria/;https://jadi-perfumaria.lojaintegrada.com.br/;Jadi;;12;Metropolitada São Paulo;ONLINE, FÍSICA
;NATI LASH;48.472.241/0001-60;Descoberto;RUA TUIUTI, 2403 - TATUAPE - SÃO PAULO/SP 03307-005;SÃO PAULO (TATUAPE);SP;CÍLIOS;11992830223;nattii.morais@gmail.com;https://www.instagram.com/natilash.shop/;https://natilash.com.br/;NATALIA;(11) 99392-8672;12;Metropolitada São Paulo;ONLINE
;Isa Cosméticos e Perfumaria;49.004.564/0001-91;Descoberto;RUA FERNAO MENDES PINTO, 1493 - PARQUE BOTURUSSU - SÃO PAULO/SP 03803-000;SÃO PAULO (PARQUE BOTURUSSU);SP;UNHAS, CÍLIOS;11952334092;;https://www.instagram.com/isacosmeticos___/;;EUNICE;;12;Metropolitada São Paulo;.
;Cib | COSMETICS IMPORT BRASIL;28.870.886/0001-43;Descoberto;AVENIDA CONS CARRAO - 1861 - VILA CARRAO - São paulo - SP - 03403-001;SÃO PAULO (VILA CARRAO);SP;UNHAS, CÍLIOS E SOBRANCELHA;11959625567;;https://www.instagram.com/lojacib;https://lojacib.com.br/;MONIQUE;;12;Metropolitada São Paulo;ONLINE
;ESPACO DEBORA SARAIVA;42.768.807/0001-19;Descoberto;RUA BANDEIRA DO SUL, 852 - JARDIM TIETE - SÃO PAULO/SP 03944-120;SÃO PAULO (JARDIM TIETE);SP;CÍLIOS E SOBRANCELHA;(11) 98363-8332;;https://www.instagram.com/espacodeborasaraiva/;;DEBORA;;12;Metropolitada São Paulo;ONLINE
